content,score,label_sentiment,label_topic
mình có chuyển tiền mb ngân hàng sang momo mà bên mb ngân hàng tiền bị trừ rồi bên momo lịch sử dao dich thấp bại tiền không về ví có nhắn vào dịch vụ hỗi trợ bên momo rồi mà bảo đang sử lý mà đợi quá lâu 3 ngày rồi mà vẫn chx được nói chung dùng ứng dụng này quá tệ nào sử lý xong rồi vô đánh giá lại,1,0,2
tot,4,2,0
không nạp được tiền là sao trong tài khoản có tiền mà nạp vô là bảo không có là sao,1,0,2
nếu được đánh giá 0 sao tao đánh giá liền tiền chuyển quá hạn mức cho phép thì trừ phí cực kỳ cao thái độ nhân viên vô cùng mất dạy,1,0,2
lúc này vay gõ vaytotnhat kiếm tới 5 triệu cuối năm duyệt dễ ứng dụng này một ung dụng mất dại tự động nhảy vào làm nguồn tiền thanh toán chính trong khi người dùng không có nhu cầu sử dụng do phút bất cẩn lúc giao dịch vì nghĩ nguồn tiền giao dịch là tiền từ ngân hàng nên không để ý xài 68 nghìn lấy lời 30 nghìn ứng dụng còn hơn vay lãi cao cũng may là hôm nay mới để ý thấy không thì nó phạt phí trễ rồi tôi nghĩ nên dẹp cái ứmg dụng này và đổi tên thành ví lãi cao sẽ hợp hơn,5,2,2
quá tuyệt vời,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
khá tiện lợi,5,2,0
ứng dụng tốt,5,2,0
tốt 5sao,5,2,0
tốt,5,2,0
rất thuận tiện giao diện dễ dùng,5,2,3
rất tiện lợi,5,2,0
tốt,5,2,0
good,5,2,0
tốt,5,2,0
chuyển khoản nhanh ít giật sinh lời khá cao tích xu có quà,5,2,3
rất tuyệt vời,5,2,0
hay,5,2,0
tốt,5,2,0
hay,5,2,0
tốt,5,2,0
lần đầu dùng còn hơi bỡ ngỡ quen rồi thấy rất tiện dụng,5,2,0
dễ dùng,5,2,0
tốt,5,2,0
good,5,2,0
mup,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt lắm nha mọi người,5,2,0
tot,5,2,0
tốt,5,2,0
tốt,5,2,0
rất tốt,5,2,0
tốt,5,2,0
quá tốt,5,2,0
vip,5,2,0
hay,5,2,0
tốt,5,2,0
tiện,5,2,0
tiện lợi không cần mang quá nhiều tiền trên người,5,2,2
ứng dụng tốt dùng tuyệt vời,5,2,0
oku,5,2,0
tốt,5,2,0
trừ tiền linh tinh,1,0,2
hay,5,2,0
rất hay,5,2,0
tot,5,2,0
tốt,5,2,0
bình thường,1,0,0
tốt,5,2,0
tiện lợi,5,2,0
đây là 1 ứng dụng tiện ích cho mọi người,5,2,0
tốt,5,2,0
dùng tốt,5,2,0
tốt,5,2,0
hay,5,2,0
hay,5,2,0
rất tiện lợi cho việc đặt vé về quê,5,2,0
tốt,5,2,0
tốt,5,2,0
good,5,2,0
tốt,5,2,0
hữu ích,5,2,0
tot,5,2,0
hay,5,2,0
ứng dụng dùng tốt,5,2,0
ngon bổ,5,2,0
rất bổ ích,5,2,0
tốt,5,2,0
trải nghiệm rất tốt,5,2,0
các giao dịch được thực hiện tiện lợi nhanh chóng có nhiều khuyến mãi khi đổi xu,5,2,0
khá tốt,5,2,0
tot,5,2,0
hay,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
nhiều ưu đãi,5,2,0
zalo pay thanh toán nhanh tiện lợi và có các ưu đãi ứng dụng xu để giảm xu khi thanh toán,5,2,2
tốt,5,2,0
hay,5,2,0
hayhay,5,2,0
chất lượng,5,2,0
ứng dụng dùng tốt,5,2,0
good,5,2,0
tốt,5,2,0
ứng dụng chuyển khoản ngon,5,2,0
tốt,5,2,0
hay,5,2,0
ngon,5,2,0
rất hay,5,2,0
tốt,5,2,0
ứng dụng không che vào đầu,5,2,0
tốt,5,2,0
hữu ích,5,2,0
hayy,5,2,0
tốt,5,2,0
tốt,5,2,0
hay vãi lồn,5,2,0
ưng nha,5,2,0
hài lòng,5,2,0
tuyệt hảo,5,2,0
tốt,5,2,0
ứng dụng rất hay,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt tốt,5,2,0
tốt,5,2,0
hay,5,2,0
tốt,5,2,0
xài tốt,5,2,0
ổn,5,2,0
rất tiện lợi rất tốt nhanh,5,2,0
rất hay,5,2,0
tốt,5,2,0
tốt,5,2,0
hay lỗi nhưng không sao cả,5,2,0
có tiền nạp game luôn,5,2,2
ứng dụng tốt,5,2,0
tốt,5,2,0
tot,5,2,0
hữu ích,5,2,0
quá tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
ứng dụng tốt nhiều ưu đãi,5,2,0
vip,5,2,0
tốt,5,2,0
tốt,5,2,0
quá tốt,5,2,0
tiện lợi,5,2,0
ứng dụng tốt dễ sai de sử dụng,5,2,0
tốt,5,2,0
tốt,5,2,0
dùng rất tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt day,5,2,0
tốt,5,2,0
hay,5,2,0
hay,5,2,0
quá tuyệt vời tốt,5,2,0
tốt,5,2,0
tốt rất nhiều tiện ích,5,2,0
tốt,5,2,0
ứng dụng dùng tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
hay,5,2,0
yêu nhắm,5,2,0
quá tốt,5,2,0
bổ sung chứng từ cần ảnh mà gắn ảnh vô không được thì làm kiểu gì,1,0,0
tiện lắm,5,2,0
tuyệt vời,5,2,0
số 1,5,2,0
ứng dụng tốt,5,2,0
tốt,5,2,0
rất chi tuyệt vời,5,2,0
tốt,5,2,0
5sao,5,2,0
mẹ nó nạp roblux không được,1,0,2
hay,5,2,0
good,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
ứng dụng hay,5,2,0
okieiie,5,2,0
hay,4,2,0
tốt,5,2,0
giao dịch thất bại rồi không hoàn tiền lại luôn,1,0,2
uy tín chất lượng,5,2,0
tốt á,5,2,0
tot,5,2,0
ổn,4,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tot,5,2,0
thân thiện và dễ dàng thanh toán bài trí bắt mắt,5,2,2
,5,2,0
tuyệt vời,5,2,0
khá,5,2,0
uy tín,5,2,0
,5,2,0
rất tuyện vời,5,2,0
mong được cho vay,5,2,0
very good,5,2,0
okie nha,5,2,0
okeela á,5,2,0
hay tiện lợi,5,2,0
rất hài lòng,5,2,0
tốt,5,2,0
ứng dụng rất dễ nhìn và tốt,5,2,0
ổn,5,2,0
tốt,5,2,0
tốt,5,2,0
khạc xời tuyệt vời,5,2,0
được,5,2,0
zalopay cho tôi rất nhiều ưu đãi,5,2,3
tôi yêu zalopay,5,2,3
tốt,5,2,0
xuất sắc,5,2,0
không cọng để chê,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
hay,5,2,0
s ngk chuyển tiền thành công s lại không về tài khoản mong có câu trl,1,0,2
tốt,5,2,0
tuyệt,5,2,0
dùng tốt,5,2,0
tốt,5,2,0
trải nghiệm tốt nhiều ưu đãi,5,2,0
tốt,5,2,0
very good,5,2,0
đơn giảng và nhanh gọn tôi rất thích,5,2,3
ứng dụng tốt tốt,5,2,0
ứng dụng như loll gửi hộ trợ thì không giải quyết gọi thì tắt máy ngang thông bảo hoàn tiền thì thành công như số dư thì không có đồng nào,1,0,2
ứng dụng rất tốt với người dùng,5,2,0
good,5,2,0
dùng thời gian dài rồi chưa thấy vấn đề gig,5,2,0
tốt,5,2,0
hay,5,2,0
tốt,5,2,0
hay,5,2,0
quá tuyệt vời,5,2,0
rất tốt nha,5,2,0
hay,5,2,0
trải nghiệm mới bình thường nó hay,5,2,0
tốt,5,2,0
dùng ổn,5,2,0
tuyệt,5,2,0
rất tốt rất tiện lợi,5,2,0
tốt,5,2,0
tốt,5,2,0
rất thích ứng dụng này nhiều quà hấp dẫn,5,2,0
ứng dụng tốt,5,2,0
hay,5,2,0
tốt,5,2,0
tốt,5,2,0
tao không hề mua gì mà nó tự chuyển khoản trừ tiền tài khoản ngân hàng của tao,1,0,2
tuyệt vời,5,2,0
tốt,5,2,0
dùng ổn tốt,5,2,0
gút,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tuyệt,5,2,0
xuất sắt,5,2,0
ứng dụng tuyệt vời,5,2,0
tiện ích,5,2,0
hay,5,2,0
trải nghiệm tuyệt vời tốt,5,2,0
tốt,5,2,0
dùng khá tốt rất dễ dàng,4,2,0
xác thực thì cứ bảo xa ra xong gần lại xa ra xong lại gần lại chả hiểu kiểm gì,1,0,1
tốt giao dịch ổn định,5,2,0
tốt,5,2,0
rất nhiều ưu đãi hay,5,2,0
rất ưng ý,5,2,0
hay,5,2,0
tốt,5,2,0
tốt ổn ứng dụng hay,5,2,0
,5,2,0
tuyệt vời,5,2,0
tốt ứng dụng sử dụng tốt,5,2,0
tốt,5,2,0
rất hữu ích,5,2,0
hay,5,2,0
tốt,5,2,0
,5,2,0
verygood,5,2,0
mình rất thích thú với zalopay,5,2,0
good tốt,5,2,0
dùng đơn giản thuận lợi,5,2,3
ứng dụng tiện lợi,5,2,0
good,5,2,0
tốt,5,2,0
tốt,5,2,0
rất thích,5,2,0
good,5,2,0
tuyệt vời,5,2,0
hạn mức nhận tiền là sao,1,0,2
tốt giao dịch nhanh,5,2,0
ứng dụng hay,5,2,0
tốt,5,2,0
rất hay nên tải,5,2,0
tốt,5,2,0
tiệt vời,5,2,0
tiện lợi ghê luôn á rất vui khi sử dụng zalopay đánh giá rồi mà chưa được nhận xu,5,2,3
khá tốt,5,2,0
dùng rất tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
hay tốt bổ uy tín,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
ứng dụng hữu ích mọi người lên tải nha,5,2,0
good,5,2,0
tuyệt vời,5,2,0
tốt,5,2,0
tốt,5,2,0
ứng dụng xàm vãi nạp tiền liên kết ngân đã rồi nhắn lại khônq giao dịch được 1 sao nânq cấp thêm đi,1,0,2
tuyệt,5,2,0
không ra gì,1,0,0
tốt,5,2,0
rất tiện lợi và tuyệt vời,5,2,0
vip,5,2,0
bnay vào mục bảo hiểm không được mua bảo hiểm online mà giờ không vào để mở lên xem được,3,1,1
hiện tại tôi thấy rất tốt,5,2,0
tốt,5,2,0
ook,5,2,0
tốt,4,2,0
tuyệt vời,5,2,0
không thể đăng nhập được ứng dụng quá tệ,1,0,1
tốt,5,2,0
hài lòng,5,2,0
tốt,5,2,0
xài 3 lần lỗi xử lý 3 lần,1,0,0
tốt,5,2,0
tốt,5,2,0
ứng dụng lỗi nạp tiền vào tài khoản viettel pay tài khoản ngân hàng báo trừ tiền nhưng ứng dụng giật và báo error rồi không cộng tiền vào tài khoản viettel pay,1,0,2
tiện lợi nhanh gọn,5,2,0
bảo mật thông tin khách hàng tốt,5,2,0
nè hé tao nói nè từ lúc tao tạo cái tài khoảng bên ứng dụng này vì bên ủy ban xã yêu cầu để lãnh tiền cho cụ nhà mà hôm qua tự dưng làm hợp đồng an ninh mạng cho tao dù tao không hề đăng ký rồi giờ hủy thì bắt vô ứng dụng hủy vô xong giật tải vòng vòng không cho hủy là sao,1,0,2
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
good,5,2,0
hài lòng,5,2,0
mới dùng để chạy epas,5,2,0
sau nhiều lần cập nhập thì mình thấy dùng rất mượt,5,2,0
,5,2,0
tốt,5,2,0
tuyệt vời,5,2,0
17 12 25 cứ tưởng mua vé vietlot bằng tài khoản trong sim,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,3,1,0
hữu ích tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
giơ cam nữa tiếng đồng hồ không nhận diện được khuôn mặt trông có tệ không đặt mua cái esim cả tháng trời vẫn chưa thấy nhân viên hay ai mang sim đến giao làm ăn kiểu quần què gì vậy ứng dụng cho vay thì ngày nào cũng đòi dai như đỉa ấy mệt thật sự đã bảo từ từ rồi mà cứ giục giục giục cái gì mà giục,1,0,0
tốt,5,2,0
tuyệt,5,2,0
ứng dụng lỗi quá không đăng nhập được,2,0,1
ứng dụng gì cứ lỗi cứ cặp nhật liên tục hoài làm gián đoạn giao dịch quá,3,1,0
tốt,5,2,0
nhanh gọn tiện lợi,5,2,0
vẫn chưa có thanh toán bằng vân tay,3,1,2
tốt,5,2,0
tốt,5,2,0
rất tốt,5,2,0
hiện cần vốn khoảng 5 triệu thì vào vaytotnhat nhé do mình đang thiếu số đúng nghĩa là vay tốt nhất thời điểm này luôn về ứng dụng này mở tiết kiệm dễ rút khó cực kì gửi đợi mã xác thực 2 phút mới thấy rồi mã xác thực gửi 8 số mà cho nhập có 6 số rồi báo sai mã xác thực giờ không biết rút tiết kiệm kiểu gì gọi tổng lại thì nghe trả lời tự động thôi dẹp khỏi xài,5,2,1
tốt,5,2,0
tốt à,5,2,0
viettel money miễn phí data truy cập chứ đừng bắt phải mua gói để free data như tv360 tại chuyển khoản nạp điện thoại hoá đơn không tốn nhiều data đâu,5,2,2
vui vẻ,5,2,3
tự nhiên không vô được ứng dụng ấn vào là vị thoát chx kịp lmj,1,0,3
tot,1,0,0
like,5,2,0
các bạn rất very good thank,5,2,0
tốt,5,2,0
đăng kí gói mạng thất bại nhưng vẫn trừ tiền quá tệ,1,0,2
hay,5,2,0
tốt,5,2,0
tốt,5,2,0
good ứng dụng vô vaytotnhat nhận 5 triệu nhanh từ nguồn vay lớn tốt,5,2,0
hay,5,2,0
tốt,5,2,0
nhanh,5,2,0
vì tao phải mất công ra quầy giao dịch để cập nhật sinh trắc học nên sẽ cho 1 sao cho tới khi viettel có chức năng cập nhật sinh trắc qua vneid v 1 chữ tệ,1,0,0
ứng dụng này không dùng để chuyển khoản anh em nhá phí thì cao cắt cổ hạn mức chuyển khoản thì ít ng nào không biết dô xài nó kẹc tiền 1 tháng thì chỉ có đói,1,0,2
mở tiết kiệm dễ rút khó cực kì gửi đợi mã xác thực 2 phút mới thấy rồi mã xác thực gửi 8 số mà cho nhập có 6 số rồi báo sai mã xác thực giờ không biết rút tiết kiệm kiểu gì gọi tổng lại thì nghe trả lời tự động thôi dẹp khỏi xài,1,0,1
tốt,5,2,0
viettelpay thu momo ở chỗ chuyển tiền thẳng vào túi thần tài,5,2,2
thử nghiệm nếu tốt thì quá tốt,5,2,0
tốt,5,2,0
ứng dụng lởm đợi mã xác thực hoài không thấy trúng vietlot mấy đồng gởi về tài khoản này không rút được để vài tháng là trừ sạch vào phí kém,1,0,1
tốt,5,2,0
nhận diện khuôn mặt cả tiếng không được cay vc không thèm sửa đi,1,0,0
tốt,5,2,0
tốt,5,2,0
quá tệ quá tệ nuốt tiền mãi không trả,1,0,2
tốt nhanh tiện lợi cảm ơn viettel,5,2,0
rat tuyet,5,2,0
ứng dụng quá tốt rất tuyệt vời áng tin cậy,5,2,0
tốt,5,2,0
good,5,2,0
nhanh gọn tiện dụng,5,2,0
tốt,5,2,0
tốt,5,2,0
tuyệt vời,5,2,0
quá đã,5,2,0
tốt,5,2,0
rất ổn,5,2,0
đề xuất thêm nhiều màu nền trong chủ đề vì tôi không hạp màu đỏ,5,2,0
quá hay,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
cho vay trả hoàn tất hết đến khi vay lại không cho thất vọng thật sự,3,1,0
tốt,5,2,0
tot,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tôt,5,2,0
viettel càng ngày càng tệ cực cực kỳ tệ mạng thì đk mạng mạng mà lúc nào cũng e e điêm hết cả người,1,0,0
tot,5,2,0
các bước thanh toán nạp tiền hay nạp vào epass quá rườm rà trong khi đã xác thực tài khoản hết rồi nhưng mỗi lần vậy phải đợi nhập mã xác thực trong các ứng dụng ví điện tử thì viettel money là thứ rườm rà nhất bị buộc xài mới nạp vào epass được chứ không thì không bao giờ dùng trong khi các ứng dụng ngân hàng đều cắt bớt các bước thao tác thì viettel money lại tăng số lượng thao tác chấm 1 sao là thấy còn hơi nhiều,1,0,1
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
khi nào hết bảo trì vậy đang cần tiền gấp đội it nên có phương án dự phòng hay thông báo khi ngân hàng bảo trì,1,0,2
ứng dụng vớ vẩn đúng bọn viettel mất dạy ứng dụng xem phim trên tv360 1 ngày nạp 100 nghìn tự động liên tục trong khi xem 1 ngày tự gia hạn không thông báo hết tiền trong viettel pay thì trừ qua ngân hàng bọn lừa lọc,1,0,2
tốt,5,2,0
rất hài lònh,5,2,0
rất tốt nhe mọi người,5,2,0
rất tốt,5,2,0
cái ứng dụng nhà mạng lớn của việt nam mà làm ăn y như bọn lừa đảo hđ cho vay ghi số tiền trả nợ 1 đường lúc thanh tóa hiện số tiền 1 nẻo hỏi không ai trả lời mỗi tháng mất 600 nghìn trên lệt với hd 18th mất hơn 10 triệu hơn bọn lừa đảo,1,0,2
rất tốt,5,2,0
hữu ích,5,2,0
ứng dụng lỗi đang không đăng nhập bằng vân tay được cả ứng dụng mbbank cũng bị mong sớm fix bug,2,0,1
